Timestamp,Site - PV Power,Site - Load Power,Site - Grid Power,Site - Battery Power,MPPT - Current,MPPT - Voltage,BMS - Battery Voltage,BMS - Battery Current,BMS - Temperature,BMS - Amp Hour Charge
Mon Nov 06 2017 03:36:00 GMT+0800 (SGT),0.227,3.032,,0.005,,,50.91,,,0.006
Mon Nov 06 2017 03:37:00 GMT+0800 (SGT),0.241,3.021,2.793,0.005,,,50.91,0.419,21,0.006
Mon Nov 06 2017 03:38:00 GMT+0800 (SGT),0.246,,,,,,50.91,0.42,21,0.006
Mon Nov 06 2017 03:39:00 GMT+0800 (SGT),,3.271,,0.005,,,50.91,0.417,21,0.006
Mon Nov 06 2017 03:40:00 GMT+0800 (SGT),0.27,3.312,3.029,0.005,,,50.91,,21,
Mon Nov 06 2017 03:41:00 GMT+0800 (SGT),0.291,3.246,2.964,0.005,,,50.91,0.416,21,0.006
Mon Nov 06 2017 03:42:00 GMT+0800 (SGT),0.304,,2.9715,,,,50.91,0.419,21,0.006
Mon Nov 06 2017 03:43:00 GMT+0800 (SGT),0.322,3.266,3.0415,0.005,,,50.91,0.417,21,0.006
Mon Nov 06 2017 03:44:00 GMT+0800 (SGT),0.417,,,0.005,,,50.91,0.418,21,0.006
Mon Nov 06 2017 03:45:00 GMT+0800 (SGT),0.495,3.289,2.712,0.005,,,,,21,0.006
Mon Nov 06 2017 03:46:00 GMT+0800 (SGT),0.593,3.213,,,,,,,,0.006
Mon Nov 06 2017 03:47:00 GMT+0800 (SGT),0.879,,2.542,,,,,0.419,,0.006
Mon Nov 06 2017 03:48:00 GMT+0800 (SGT),1.04,3.166,2.034,,,,50.91,0.4185,21,
Mon Nov 06 2017 03:49:00 GMT+0800 (SGT),,,2.356,,,,50.91,,21,0.006
Mon Nov 06 2017 03:50:00 GMT+0800 (SGT),1.1055,3.243,2.081,0.005,,,50.91,,,
Mon Nov 06 2017 03:51:00 GMT+0800 (SGT),1.397,3.21,1.819,0.005,,,50.91,,21,0.006
Mon Nov 06 2017 03:52:00 GMT+0800 (SGT),1.684,2.597,,,,,50.905,0.4185,21,0.006
Mon Nov 06 2017 03:53:00 GMT+0800 (SGT),1.378,2.73,1.1885,0.005,,,,0.4175,,
Mon Nov 06 2017 03:54:00 GMT+0800 (SGT),2.016,2.477,,0.005,,,50.91,0.417,21,0.006
Mon Nov 06 2017 03:55:00 GMT+0800 (SGT),1.6805,2.847,,0.005,,,50.91,,,0.006
Mon Nov 06 2017 03:56:00 GMT+0800 (SGT),1.457,2.643,,0.01,,,50.9,0.412,21,
Mon Nov 06 2017 03:57:00 GMT+0800 (SGT),,2.784,,0.005,,,50.9,0.4205,21,0.006
Mon Nov 06 2017 03:58:00 GMT+0800 (SGT),1.985,,0.782,0.0075,,,50.9,0.4215,21,0.006
Mon Nov 06 2017 03:59:00 GMT+0800 (SGT),2.079,,0.8715,0.005,,,50.9,0.418,21,0.006
Mon Nov 06 2017 04:00:00 GMT+0800 (SGT),,,0.8475,0.005,,,,0.416,21,0.006
Mon Nov 06 2017 04:01:00 GMT+0800 (SGT),2.339,2.476,0.0405,0.02,,,50.91,,21,
Mon Nov 06 2017 04:02:00 GMT+0800 (SGT),2.5225,2.347,0.041,0.106,,,50.92,-3.867,21,
Mon Nov 06 2017 04:03:00 GMT+0800 (SGT),,2.429,0.652,0.005,,,50.91,0.42,21,0.004
Mon Nov 06 2017 04:04:00 GMT+0800 (SGT),1.998,,,,,,50.91,,21,0.004
Mon Nov 06 2017 04:05:00 GMT+0800 (SGT),,1.981,-0.317,0.015,,,50.91,0.303,21,0.004
Mon Nov 06 2017 04:06:00 GMT+0800 (SGT),3.153,1.897,-0.0385,1.024,,,,-16.33,21,0.004
Mon Nov 06 2017 04:07:00 GMT+0800 (SGT),,,,,,,,-26.197,21,
Mon Nov 06 2017 04:08:00 GMT+0800 (SGT),2.8465,2.661,0.275,0.507,,,,-5.42,,0.0025
Mon Nov 06 2017 04:09:00 GMT+0800 (SGT),2.0615,2.456,,,,,,0.42,21,0.002
Mon Nov 06 2017 04:10:00 GMT+0800 (SGT),2.432,,0.028,0.005,,,50.93,0.418,21,
Mon Nov 06 2017 04:11:00 GMT+0800 (SGT),2.5325,2.5465,0.035,,,,50.93,,,
Mon Nov 06 2017 04:12:00 GMT+0800 (SGT),,2.559,,0.005,,,50.93,,21,0.003
Mon Nov 06 2017 04:13:00 GMT+0800 (SGT),2.328,,0.156,,,,,,,0.004
Mon Nov 06 2017 04:14:00 GMT+0800 (SGT),2.503,2.431,-0.125,0.015,,,,,21,
Mon Nov 06 2017 04:15:00 GMT+0800 (SGT),2.793,1.925,0.088,0.5775,,,50.995,-12.63,21,0.0035
Mon Nov 06 2017 04:16:00 GMT+0800 (SGT),2.7865,2.66,,,,,,-1.927,21,
Mon Nov 06 2017 04:17:00 GMT+0800 (SGT),2.528,2.5465,0.037,,,,50.93,,21,0.002
Mon Nov 06 2017 04:18:00 GMT+0800 (SGT),,,0.236,0.01,,,,,,
Mon Nov 06 2017 04:19:00 GMT+0800 (SGT),2.964,,-0.435,0.035,,,,-19.46,21,0.002
Mon Nov 06 2017 04:20:00 GMT+0800 (SGT),3.7905,2.873,0.046,0.954,,,51.06,-18.262,21,0.001
Mon Nov 06 2017 04:21:00 GMT+0800 (SGT),4.273,,-0.026,,,,51.11,-23.7295,21,0.001
Mon Nov 06 2017 04:22:00 GMT+0800 (SGT),,2.68,0.045,0.563,,,,-10.987,21,0.001
Mon Nov 06 2017 04:23:00 GMT+0800 (SGT),,2.76,-0.0075,1.572,,,,-30.379,21,0
Mon Nov 06 2017 04:24:00 GMT+0800 (SGT),,2.506,0.036,1.547,,,51.21,,,0
Mon Nov 06 2017 04:25:00 GMT+0800 (SGT),4.415,2.784,,1.4865,,,51.23,-31.1435,21,0
Mon Nov 06 2017 04:26:00 GMT+0800 (SGT),,,-0.022,1.094,,,51.13,-15.415,21,0
Mon Nov 06 2017 04:27:00 GMT+0800 (SGT),3.74,3.056,0.185,,,,51.14,,21,
Mon Nov 06 2017 04:28:00 GMT+0800 (SGT),4.607,2.311,-0.138,1.7115,,,51.18,-27.7645,21,0
Mon Nov 06 2017 04:29:00 GMT+0800 (SGT),4.072,3.097,0.088,1.063,,,51.15,-17.889,,0
Mon Nov 06 2017 04:30:00 GMT+0800 (SGT),3.012,2.922,0.121,0.076,,,51.07,0.065,21,0
Mon Nov 06 2017 04:31:00 GMT+0800 (SGT),2.747,,-0.196,,,,51.06,0.332,,
Mon Nov 06 2017 04:32:00 GMT+0800 (SGT),3.339,2.783,,0.518,,,51.11,,,0
Mon Nov 06 2017 04:33:00 GMT+0800 (SGT),2.883,2.821,0.042,0.121,,,51.085,-4.547,,0
Mon Nov 06 2017 04:34:00 GMT+0800 (SGT),3.072,2.689,-0.073,0.274,,,,-4.645,21,0
Mon Nov 06 2017 04:35:00 GMT+0800 (SGT),,2.7085,,,,,51.075,-2.629,21,0
Mon Nov 06 2017 04:36:00 GMT+0800 (SGT),2.747,2.7625,0.014,0.071,,,51.06,-0.637,21,
Mon Nov 06 2017 04:37:00 GMT+0800 (SGT),,2.779,-0.094,0.101,,,,-0.4525,21,0
Mon Nov 06 2017 04:38:00 GMT+0800 (SGT),2.736,,0.02,0.67,,,,-14.0345,21,0
Mon Nov 06 2017 04:39:00 GMT+0800 (SGT),3.121,2.078,,1.124,,,51.17,,21,
Mon Nov 06 2017 04:40:00 GMT+0800 (SGT),2.151,,0.317,0.005,,,51.09,0.418,21,0
Mon Nov 06 2017 04:41:00 GMT+0800 (SGT),2.1455,2.7415,,0.005,,,51.06,,,0
Mon Nov 06 2017 04:42:00 GMT+0800 (SGT),,,0.782,0.005,,,,,21,
Mon Nov 06 2017 04:43:00 GMT+0800 (SGT),1.788,,0.956,0.005,,,51.06,,21,0.001
Mon Nov 06 2017 04:44:00 GMT+0800 (SGT),1.854,,,0.02,,,51.06,,21,0.003
Mon Nov 06 2017 04:45:00 GMT+0800 (SGT),3.054,2.833,,0.594,,,51.09,-9.927,21,
Mon Nov 06 2017 04:46:00 GMT+0800 (SGT),3.74,2.537,-0.037,1.165,,,51.18,,,
Mon Nov 06 2017 04:47:00 GMT+0800 (SGT),3.8,2.914,,,,,51.17,-15.676,21,0.001
Mon Nov 06 2017 04:48:00 GMT+0800 (SGT),,,,0.941,,,51.18,-14.303,21,
Mon Nov 06 2017 04:49:00 GMT+0800 (SGT),,,,1.2345,,,,,21,0.001
Mon Nov 06 2017 04:51:00 GMT+0800 (SGT),4.451,3.042,0.26,,,,,,,0
Mon Nov 06 2017 04:52:00 GMT+0800 (SGT),4.293,2.519,-0.048,1.725,,,,-32.367,,
Mon Nov 06 2017 04:53:00 GMT+0800 (SGT),7.674,,,,,,51.67,,,
Mon Nov 06 2017 04:54:00 GMT+0800 (SGT),,,0.12,1.672,,,,,,0
Mon Nov 06 2017 04:55:00 GMT+0800 (SGT),,,,,,,,,21,0
Mon Nov 06 2017 04:56:00 GMT+0800 (SGT),6.956,3.344,,3.368,,,51.59,,,0
Mon Nov 06 2017 04:57:00 GMT+0800 (SGT),,3.271,,,,,,,,0
Mon Nov 06 2017 04:58:00 GMT+0800 (SGT),6.654,,0.041,,,,51.62,,,0
Mon Nov 06 2017 04:59:00 GMT+0800 (SGT),7.2,,,,,,51.53,,,0
Mon Nov 06 2017 05:00:00 GMT+0800 (SGT),6.731,3.404,-0.091,3.0635,,,51.62,-57.3755,21,0
Mon Nov 06 2017 05:01:00 GMT+0800 (SGT),4.9445,4.566,0.43,0.8085,,,51.42,-14.0695,21,0
Mon Nov 06 2017 05:02:00 GMT+0800 (SGT),4.543,3.44,0.3185,1.421,,,51.445,-26.2315,21,0
Mon Nov 06 2017 05:03:00 GMT+0800 (SGT),5.658,3.7825,-0.0495,1.825,,,51.5,-35.204,21,0
Mon Nov 06 2017 05:04:00 GMT+0800 (SGT),6.455,3.432,0.056,3.079,,,51.62,-52.35,21,0
Mon Nov 06 2017 05:05:00 GMT+0800 (SGT),4.008,4.3995,0.722,0.3295,,,51.355,-2.1375,21,0
Mon Nov 06 2017 05:06:00 GMT+0800 (SGT),2.215,3.396,1.187,0.005,,,51.305,0.427,21,0.0005
Mon Nov 06 2017 05:07:00 GMT+0800 (SGT),4.208,3.106,-0.994,0.107,,,51.56,-57.092,21,0.001
Mon Nov 06 2017 05:08:00 GMT+0800 (SGT),6.515,3.2995,0.067,3.2815,,,51.66,-62.3115,21,0.0005
Mon Nov 06 2017 05:09:00 GMT+0800 (SGT),6.856,3.524,0.15,3.4815,,,51.72,-65.347,21,0
Mon Nov 06 2017 05:10:00 GMT+0800 (SGT),6.8675,3.5245,-0.2805,3.061,,,51.7,-56.6465,21,0
Mon Nov 06 2017 05:11:00 GMT+0800 (SGT),6.1805,3.7875,0.2005,2.593,,,51.675,-48.7255,21,0
Mon Nov 06 2017 05:12:00 GMT+0800 (SGT),4.5265,4.0705,0.1235,0.5795,,,51.46,-8.7365,21,0
Mon Nov 06 2017 05:13:00 GMT+0800 (SGT),2.096,4.021,0.179,-1.745,,,51.195,35.727,21,0.0055
Mon Nov 06 2017 05:14:00 GMT+0800 (SGT),2.4195,3.305,-0.1155,-1.002,,,51.23,17.7575,21,0.058
Mon Nov 06 2017 05:15:00 GMT+0800 (SGT),3.471,2.222,-0.183,1.0645,,,51.415,-19.669,21,0.11
Mon Nov 06 2017 05:16:00 GMT+0800 (SGT),4.213,3.165,-0.223,0.8235,,,51.425,-15.129,21,0.1035
Mon Nov 06 2017 05:17:00 GMT+0800 (SGT),3.7055,3.36,-0.021,0.324,,,51.38,-5.788,21,0.0825
Mon Nov 06 2017 05:18:00 GMT+0800 (SGT),5.231,3.0485,-0.174,2.0075,,,51.57,-39.098,21,0.066
Mon Nov 06 2017 05:19:00 GMT+0800 (SGT),5.2615,3.324,-0.023,1.913,,,51.585,-35.688,21,0.053
Mon Nov 06 2017 05:20:00 GMT+0800 (SGT),5.526,3.693,0.183,2.015,,,51.61,-37.571,21,0.042
Mon Nov 06 2017 05:21:00 GMT+0800 (SGT),5.599,3.3205,0.144,2.4215,,,51.655,-46.515,21,0.0335
Mon Nov 06 2017 05:22:00 GMT+0800 (SGT),4.662,3.6545,0.2845,1.291,,,51.565,-24.5805,21,0.027
Mon Nov 06 2017 05:23:00 GMT+0800 (SGT),5.5795,3.3595,0.0355,2.2545,,,51.65,-38.045,21,0.0215
Mon Nov 06 2017 05:24:00 GMT+0800 (SGT),5.045,3.226,0.026,1.844,,,51.63,-37.838,21,0.015
Mon Nov 06 2017 05:25:00 GMT+0800 (SGT),5.1115,3.1755,0.044,1.9795,,,51.645,-35.325,21,0.0135
Mon Nov 06 2017 05:26:00 GMT+0800 (SGT),7.5445,3.279,-0.3515,3.9125,,,51.855,-70.397,21,0.0105
Mon Nov 06 2017 05:27:00 GMT+0800 (SGT),6.633,3.8265,0.1615,2.967,,,51.815,-54.205,21,0.008
Mon Nov 06 2017 05:28:00 GMT+0800 (SGT),7.212,3.2215,0.1715,4.1615,,,51.95,-80.054,21,0.0065
Mon Nov 06 2017 05:29:00 GMT+0800 (SGT),7.6325,3.405,0.018,4.245,,,51.995,-81.977,21,0.0055
Mon Nov 06 2017 05:30:00 GMT+0800 (SGT),7.6565,3.4615,-0.0095,4.184,,,52.015,-77.647,21,0.0045
Mon Nov 06 2017 05:31:00 GMT+0800 (SGT),7.727,3.4255,0.097,4.3975,,,52.04,-82.7355,21,0.0035
Mon Nov 06 2017 05:32:00 GMT+0800 (SGT),7.789,3.459,-0.023,4.306,,,52.05,-77.128,22,0.002
Mon Nov 06 2017 05:33:00 GMT+0800 (SGT),7.8105,3.473,-0.046,4.2905,,,52.025,-71.4725,22,0.002
Mon Nov 06 2017 05:34:00 GMT+0800 (SGT),7.893,3.3765,0.07,4.585,,,52.105,-83.62,22,0.002
Mon Nov 06 2017 05:35:00 GMT+0800 (SGT),7.9145,3.5755,0.0355,4.374,,,52.115,-82.184,22,0.001
Mon Nov 06 2017 05:36:00 GMT+0800 (SGT),8.0085,3.1045,-0.0635,4.8395,,,52.18,-87.283,22,0.001
Mon Nov 06 2017 05:37:00 GMT+0800 (SGT),8.083,2.8895,-0.0515,5.141,,,52.24,-93.591,22,0.0005
Mon Nov 06 2017 05:38:00 GMT+0800 (SGT),8.156,3.099,-0.022,5.034,,,52.26,-90.885,22,0
Mon Nov 06 2017 05:39:00 GMT+0800 (SGT),7.3085,2.126,-0.1905,4.9905,,,52.285,-93.237,22,0
Mon Nov 06 2017 05:40:00 GMT+0800 (SGT),8.3015,2.878,-0.29,5.132,,,52.31,-94.158,22,0
Mon Nov 06 2017 05:41:00 GMT+0800 (SGT),8.342,3.076,-0.338,4.9265,,,52.34,-91.1855,22,0
Mon Nov 06 2017 05:42:00 GMT+0800 (SGT),8.4175,2.9585,-0.465,4.993,,,52.37,-94.13,22,0
Mon Nov 06 2017 05:43:00 GMT+0800 (SGT),8.538,2.9345,-0.557,5.0455,,,52.38,-96.132,22,0
Mon Nov 06 2017 05:44:00 GMT+0800 (SGT),8.748,3.0135,-0.8475,4.8855,,,52.41,-90.9805,22,0
Mon Nov 06 2017 05:45:00 GMT+0800 (SGT),8.7175,2.9365,-0.817,4.963,,,52.445,-93.039,22,0
Mon Nov 06 2017 05:46:00 GMT+0800 (SGT),8.729,2.837,-0.7415,5.1495,,,52.455,-92.3555,22,0
Mon Nov 06 2017 05:47:00 GMT+0800 (SGT),8.8155,2.868,-0.891,5.0555,,,52.485,-93.736,22,0
Mon Nov 06 2017 05:48:00 GMT+0800 (SGT),8.9985,2.9475,-1.0435,5.0065,,,52.515,-92.959,22,0
Mon Nov 06 2017 05:49:00 GMT+0800 (SGT),9.024,2.893,-1.0435,5.086,,,52.535,-93.45,22,0
Mon Nov 06 2017 05:50:00 GMT+0800 (SGT),9.039,3.115,-1.0035,4.9195,,,52.58,-93.5825,22,0
Mon Nov 06 2017 05:51:00 GMT+0800 (SGT),9.1615,2.8435,-1.116,5.201,,,52.59,-92.1965,23,0
Mon Nov 06 2017 05:52:00 GMT+0800 (SGT),9.2285,3.4255,-0.847,4.955,,,52.615,-91.8035,23,0
Mon Nov 06 2017 05:53:00 GMT+0800 (SGT),9.357,3.518,-0.824,5.014,,,52.65,-90.293,23,0
Mon Nov 06 2017 05:54:00 GMT+0800 (SGT),9.586,3.7245,-1.0095,4.8505,,,52.665,-91.7025,23,0
Mon Nov 06 2017 05:55:00 GMT+0800 (SGT),9.658,3.3455,-1.2735,5.0375,,,52.695,-93.6965,23,0
Mon Nov 06 2017 05:56:00 GMT+0800 (SGT),9.876,3.733,-1.1055,5.0365,,,52.72,-94.491,23,0
Mon Nov 06 2017 05:57:00 GMT+0800 (SGT),10.1625,3.602,-1.427,5.076,,,52.74,-91.801,23,0
Mon Nov 06 2017 05:58:00 GMT+0800 (SGT),10.4845,3.5585,-1.909,5.0155,,,52.775,-92.048,23,0
Mon Nov 06 2017 05:59:00 GMT+0800 (SGT),10.666,,-2.105,,,,52.79,-90.402,23,0
Mon Nov 06 2017 06:00:00 GMT+0800 (SGT),9.386,3.174,-1.732,4.479,,,52.82,-95.918,23,0
Mon Nov 06 2017 06:01:00 GMT+0800 (SGT),10.282,3.675,-1.904,4.701,,,52.85,-95.2,23,0
Mon Nov 06 2017 06:02:00 GMT+0800 (SGT),7.951,0.902,-2.031,5.017,,,52.85,-93.0865,23,0
Mon Nov 06 2017 06:03:00 GMT+0800 (SGT),10.173,2.5235,-2.4705,5.1775,,,52.89,-90.915,23,0
Mon Nov 06 2017 06:04:00 GMT+0800 (SGT),8.267,3.944,-1.14,3.182,,,52.795,-64.4905,23,0
Mon Nov 06 2017 06:05:00 GMT+0800 (SGT),3.8185,1.9705,0.024,1.821,,,52.555,-25.099,23,0
Mon Nov 06 2017 06:06:00 GMT+0800 (SGT),7.0085,3.2235,-0.2785,3.506,,,52.69,-15.247,23,0
Mon Nov 06 2017 06:07:00 GMT+0800 (SGT),7.7035,1.639,-2.8035,3.26,,,52.81,-81.47,23,0
Mon Nov 06 2017 06:08:00 GMT+0800 (SGT),10.641,3.4275,-2.0895,5.123,,,52.985,-93.844,23,0
Mon Nov 06 2017 06:09:00 GMT+0800 (SGT),10.4945,3.3415,-2.192,4.96,,,53.03,-91.526,23,0
Mon Nov 06 2017 06:10:00 GMT+0800 (SGT),2.82,3.834,0.049,-0.964,,,52.47,19.964,23,0
Mon Nov 06 2017 06:11:00 GMT+0800 (SGT),10.8165,3.508,-2.2485,5.059,,,53.035,-92.076,23,0
Mon Nov 06 2017 06:12:00 GMT+0800 (SGT),11.0225,3.288,-2.6485,5.115,,,53.085,-92.7965,23,0
Mon Nov 06 2017 06:13:00 GMT+0800 (SGT),11.196,3.521,-2.6265,5.023,,,53.145,-93.274,23,0
Mon Nov 06 2017 06:14:00 GMT+0800 (SGT),10.9705,3.619,-2.334,5.0755,,,53.18,-92.448,23,0
Mon Nov 06 2017 06:15:00 GMT+0800 (SGT),10.7105,3.321,-2.2045,5.06,,,53.205,-92.3495,23,0
Mon Nov 06 2017 06:16:00 GMT+0800 (SGT),10.052,2.6675,-2.246,5.1375,,,53.25,-93.485,23.5,0
Mon Nov 06 2017 06:17:00 GMT+0800 (SGT),10.9335,3.879,-2.101,5.088,,,53.28,-93.364,24,0
Mon Nov 06 2017 06:18:00 GMT+0800 (SGT),10.838,3.6575,-2.096,5.075,,,53.32,-91.848,24,0
Mon Nov 06 2017 06:19:00 GMT+0800 (SGT),10.8855,3.4825,-2.26,5.1415,,,53.355,-93.2695,24,0
Mon Nov 06 2017 06:20:00 GMT+0800 (SGT),10.856,3.6565,-2.241,4.9575,,,53.42,-93.2895,24,0
Mon Nov 06 2017 06:21:00 GMT+0800 (SGT),11.034,4.188,-2.258,4.7975,,,53.465,-91.4165,24,0
Mon Nov 06 2017 06:22:00 GMT+0800 (SGT),8.277,0.292,-2.742,5.242,,,53.46,-91.49,24,0
Mon Nov 06 2017 06:23:00 GMT+0800 (SGT),11.8125,4.3745,-2.3865,5.0505,,,53.52,-91.755,24,0
Mon Nov 06 2017 06:24:00 GMT+0800 (SGT),12.516,3.7305,-3.865,4.9195,,,53.555,-92.026,24,0
Mon Nov 06 2017 06:25:00 GMT+0800 (SGT),8.321,2.059,-1.8365,4.4245,,,53.53,-88.601,24,0
Mon Nov 06 2017 06:26:00 GMT+0800 (SGT),12.052,3.7395,-3.198,5.1135,,,53.63,-94.2025,24,0
Mon Nov 06 2017 06:27:00 GMT+0800 (SGT),12.058,3.9955,-2.924,5.0915,,,53.67,-93.4465,24,0
Mon Nov 06 2017 06:28:00 GMT+0800 (SGT),11.7625,4.155,-2.4495,5.0475,,,53.7,-90.7185,24,0
Mon Nov 06 2017 06:29:00 GMT+0800 (SGT),11.4645,4.1635,-2.132,5.1675,,,53.76,-90.2445,24,0
Mon Nov 06 2017 06:30:00 GMT+0800 (SGT),11.378,4.159,-2.1315,5.0855,,,53.795,-92.727,24,0
Mon Nov 06 2017 06:31:00 GMT+0800 (SGT),11.5495,4.22,-2.284,5.044,,,53.84,-91.171,24,0
Mon Nov 06 2017 06:32:00 GMT+0800 (SGT),8.1445,7.526,1.3875,-0.487,,,53.44,-10.4615,24,0
Mon Nov 06 2017 06:33:00 GMT+0800 (SGT),8.7995,1.5875,-2.1815,5.0295,,,53.86,-91.4285,24,0
Mon Nov 06 2017 06:34:00 GMT+0800 (SGT),12.179,4.4045,-2.737,5.0365,,,53.935,-91.127,24,0
Mon Nov 06 2017 06:35:00 GMT+0800 (SGT),10.555,2.736,-2.9395,4.798,,,53.975,-89.6225,24,0
Mon Nov 06 2017 06:36:00 GMT+0800 (SGT),7.463,3.629,-1.932,1.9015,,,53.795,-48.6585,24,0
Mon Nov 06 2017 06:37:00 GMT+0800 (SGT),3.123,-3.044,-1.278,4.889,,,53.95,-88.963,24,0
Mon Nov 06 2017 06:38:00 GMT+0800 (SGT),12.7475,8.4045,-1.539,2.803,,,53.875,-56.675,24,0
Mon Nov 06 2017 06:39:00 GMT+0800 (SGT),4.9735,3.856,-1.08,0.0375,,,53.66,-26.584,24,0
Mon Nov 06 2017 06:40:00 GMT+0800 (SGT),10.751,4.329,-1.344,5.077,,,54,-91.3455,24,0
Mon Nov 06 2017 06:41:00 GMT+0800 (SGT),12.2015,4.253,-3.0455,4.902,,,54.12,-90.906,24.5,0
Mon Nov 06 2017 06:42:00 GMT+0800 (SGT),12.726,5.4235,-2.1135,5.188,,,54.2,-92.207,25,0
Mon Nov 06 2017 06:43:00 GMT+0800 (SGT),12.798,10.5065,0.663,2.9535,,,54.08,-52.026,25,0
Mon Nov 06 2017 06:44:00 GMT+0800 (SGT),11.05,4.474,-2.7075,3.868,,,54.19,-76.456,25,0
Mon Nov 06 2017 06:45:00 GMT+0800 (SGT),8.642,2.4175,-2.118,4.1055,,,54.265,-89.328,25,0
Mon Nov 06 2017 06:46:00 GMT+0800 (SGT),12.514,3.913,-3.6105,4.9895,,,54.36,-90.6765,25,0
Mon Nov 06 2017 06:47:00 GMT+0800 (SGT),12.2265,3.6115,-3.669,4.945,,,54.415,-88.56,25,0
Mon Nov 06 2017 06:48:00 GMT+0800 (SGT),2.505,-2.4575,-4.32,4.851,,,54.415,-90.633,25,0
Mon Nov 06 2017 06:49:00 GMT+0800 (SGT),8.6785,1.8005,-2.168,3.8565,,,54.455,-91.862,25,0
Mon Nov 06 2017 06:50:00 GMT+0800 (SGT),12.619,3.861,,4.985,,,54.53,-91.321,25,
Mon Nov 06 2017 06:51:00 GMT+0800 (SGT),12.565,3.906,-3.634,5.024,,,54.58,-91.2735,25,0
Mon Nov 06 2017 06:52:00 GMT+0800 (SGT),12.8925,3.9235,-3.934,5.043,,,54.635,-90.601,25,0
Mon Nov 06 2017 06:53:00 GMT+0800 (SGT),13.277,4.009,-4.2695,4.997,,,54.67,-88.829,25,0
Mon Nov 06 2017 06:54:00 GMT+0800 (SGT),13.195,3.966,-4.0815,5.1465,,,54.73,-89.9545,25,0
Mon Nov 06 2017 06:55:00 GMT+0800 (SGT),13.056,4.07,-3.949,5.0175,,,54.785,-88.2985,25,0
Mon Nov 06 2017 06:56:00 GMT+0800 (SGT),12.958,4.1245,-3.853,4.9485,,,54.825,-89.0255,25,0
Mon Nov 06 2017 06:57:00 GMT+0800 (SGT),12.894,3.928,-3.9355,5.01,,,54.875,-89.0515,25,0
Mon Nov 06 2017 06:58:00 GMT+0800 (SGT),12.829,3.791,-4.122,4.9145,,,54.92,-88.0975,25,0
Mon Nov 06 2017 06:59:00 GMT+0800 (SGT),12.852,3.49,-4.332,5.029,,,54.94,-88.049,25,0
Mon Nov 06 2017 07:00:00 GMT+0800 (SGT),12.41,3.4575,-4.3425,4.609,,,55.01,-90.5035,25,0
Mon Nov 06 2017 07:01:00 GMT+0800 (SGT),13.0595,3.5445,-4.5245,4.9895,,,55.04,-88.968,25,0
Mon Nov 06 2017 07:02:00 GMT+0800 (SGT),13.1645,3.6655,-4.47,5.0275,,,55.075,-85.939,25,0
Mon Nov 06 2017 07:03:00 GMT+0800 (SGT),8.667,3.64,-2.1705,4.905,,,54.965,-51.283,25,0
Mon Nov 06 2017 07:04:00 GMT+0800 (SGT),9.6045,1.7395,-3.028,4.834,,,55.12,-88.248,25,0
Mon Nov 06 2017 07:05:00 GMT+0800 (SGT),13.548,3.566,-4.8865,5.0945,,,55.205,-87.818,25,0
Mon Nov 06 2017 07:06:00 GMT+0800 (SGT),13.1995,3.576,-4.584,5.038,,,55.24,-87.0085,25,0
Mon Nov 06 2017 07:07:00 GMT+0800 (SGT),13.173,3.6745,-4.516,4.9805,,,55.285,-88.152,25,0
Mon Nov 06 2017 07:08:00 GMT+0800 (SGT),13.1235,3.6025,-4.526,5.091,,,55.36,-87.583,25,0
Mon Nov 06 2017 07:09:00 GMT+0800 (SGT),13.0975,3.767,-4.424,4.8185,,,55.41,-87.1335,25,0
Mon Nov 06 2017 07:10:00 GMT+0800 (SGT),13.138,3.689,-4.577,4.871,,,55.45,-88.169,25,0
Mon Nov 06 2017 07:11:00 GMT+0800 (SGT),13.2355,3.6025,-4.6255,5.0065,,,55.49,-86.21,25,0
Mon Nov 06 2017 07:12:00 GMT+0800 (SGT),13.2555,4.95,-4.035,4.9385,,,55.54,-87.202,25,0
Mon Nov 06 2017 07:13:00 GMT+0800 (SGT),13.3635,3.7855,-4.622,4.955,,,55.58,-87.684,25,0
Mon Nov 06 2017 07:14:00 GMT+0800 (SGT),13.38,3.877,-4.4965,5.0055,,,55.64,-89.2125,25,0
Mon Nov 06 2017 07:15:00 GMT+0800 (SGT),13.415,3.597,-4.625,5.192,,,55.68,-89.019,25,0
Mon Nov 06 2017 07:16:00 GMT+0800 (SGT),13.4955,3.762,-4.7055,5.0265,,,55.735,-87.8185,25,0
Mon Nov 06 2017 07:17:00 GMT+0800 (SGT),13.579,3.6695,-4.7775,5.131,,,55.78,-85.6565,25,0
Mon Nov 06 2017 07:18:00 GMT+0800 (SGT),13.633,3.645,-5.045,4.942,,,55.82,-86.753,25,0
Mon Nov 06 2017 07:19:00 GMT+0800 (SGT),13.7635,3.7055,-5.0895,4.967,,,55.85,-87.5795,25,0
Mon Nov 06 2017 07:20:00 GMT+0800 (SGT),13.991,3.9135,-5.131,4.7,,,55.925,-89.219,25,0
Mon Nov 06 2017 07:21:00 GMT+0800 (SGT),14.212,3.771,-5.512,5,,,55.975,-86.108,25,0
Mon Nov 06 2017 07:22:00 GMT+0800 (SGT),14.631,3.773,-5.602,5.182,,,56.01,-85.421,25,0
Mon Nov 06 2017 07:23:00 GMT+0800 (SGT),14.768,,,,,,,-86.725,25,
Mon Nov 06 2017 07:24:00 GMT+0800 (SGT),15.112,3.8,-6.137,4.9715,,,56.13,-88.017,25,0
