Timestamp,Site - PV Power,Site - Load Power,Site - Grid Power,Site - Battery Power,MPPT - Current,MPPT - Voltage,BMS - Battery Voltage,BMS - Battery Current,BMS - Temperature,BMS - Amp Hour Charge
Mon Nov 06 2017 07:25:00 GMT+0800 (SGT),15.5375,3.58,-6.789,,,,56.15,-85.679,25,0
Mon Nov 06 2017 07:26:00 GMT+0800 (SGT),17.326,3.732,-8.489,4.7965,,,56.195,,25,0
Mon Nov 06 2017 07:27:00 GMT+0800 (SGT),17.699,3.542,-9.2215,4.756,,,56.27,-88.6625,,0
Mon Nov 06 2017 07:28:00 GMT+0800 (SGT),11.335,2.364,-3.9115,5.195,,,56.285,-86.901,25,0
Mon Nov 06 2017 07:29:00 GMT+0800 (SGT),12.207,4.9565,-2.881,5.0195,,,56.36,-86.326,25,0
Mon Nov 06 2017 07:30:00 GMT+0800 (SGT),9.915,4.184,-4.9555,5.0725,,,56.4,-86.0095,25,0
Mon Nov 06 2017 07:31:00 GMT+0800 (SGT),16.418,2.976,,4.756,,,56.45,-88.3385,25,0
Mon Nov 06 2017 07:32:00 GMT+0800 (SGT),18.817,10.249,-2.6245,4.751,,,56.495,-87.4445,25,0
Mon Nov 06 2017 07:33:00 GMT+0800 (SGT),18.817,12.8915,-1.648,4.903,,,56.47,-65.915,25,0
Mon Nov 06 2017 07:34:00 GMT+0800 (SGT),18.817,13.7385,-0.503,4.128,,,56.53,-75.603,25,0
Mon Nov 06 2017 07:35:00 GMT+0800 (SGT),12.289,2.789,-8.634,4.951,,,56.635,-87.5745,25,0
Mon Nov 06 2017 07:36:00 GMT+0800 (SGT),15.464,5.7005,-4.7195,5.092,,,56.69,-85.072,25,0
Mon Nov 06 2017 07:37:00 GMT+0800 (SGT),14.2665,3.189,,5.051,,,56.735,-86.454,25,0
Mon Nov 06 2017 07:38:00 GMT+0800 (SGT),16.08,8.1655,1.595,3.55,,,56.675,-58.5625,25,0
Mon Nov 06 2017 07:39:00 GMT+0800 (SGT),4.981,,,1.627,,,56.62,-45.116,25,0
Mon Nov 06 2017 07:40:00 GMT+0800 (SGT),,7.616,-0.133,1.015,,,56.47,-28.2645,25,0
Mon Nov 06 2017 07:41:00 GMT+0800 (SGT),9.8585,2.056,,5.081,,,56.64,-85.597,,0
Mon Nov 06 2017 07:42:00 GMT+0800 (SGT),15.198,4.0715,-6.032,4.934,,,56.885,-84.0975,,0
Mon Nov 06 2017 07:43:00 GMT+0800 (SGT),14.643,4.024,-5.6845,4.9335,,,56.97,-84.671,25,0
Mon Nov 06 2017 07:44:00 GMT+0800 (SGT),14.464,3.814,-5.527,,,,57.03,-86.5885,25,0
Mon Nov 06 2017 07:45:00 GMT+0800 (SGT),14.474,3.7105,-5.687,5.098,,,57.09,-84.8515,25,0
Mon Nov 06 2017 07:46:00 GMT+0800 (SGT),14.57,3.837,-5.7625,4.819,,,57.135,-82.267,25,0
Mon Nov 06 2017 07:47:00 GMT+0800 (SGT),14.674,,-5.706,,,,57.19,-82.268,25,0
Mon Nov 06 2017 07:48:00 GMT+0800 (SGT),14.691,4.068,-5.828,4.794,,,57.23,,25,0
Mon Nov 06 2017 07:49:00 GMT+0800 (SGT),14.73,4.094,,4.825,,,57.27,-87.109,25,0
Mon Nov 06 2017 07:50:00 GMT+0800 (SGT),14.851,3.979,-6.285,4.7765,,,57.31,,25,
Mon Nov 06 2017 07:51:00 GMT+0800 (SGT),15.018,3.785,-6.8615,4.497,,,57.33,,25,0
Mon Nov 06 2017 07:52:00 GMT+0800 (SGT),15.4735,3.602,-7.475,4.014,,,57.355,-72.9295,25,0
Mon Nov 06 2017 07:53:00 GMT+0800 (SGT),15.619,,-7.823,3.89,,,57.37,-69.978,25,0
Mon Nov 06 2017 07:54:00 GMT+0800 (SGT),15.727,4.293,-6.759,,,,57.37,-58.9755,25,0
Mon Nov 06 2017 07:55:00 GMT+0800 (SGT),15.198,7.3095,-3.046,3.1695,,,57.37,-55.438,25,0
Mon Nov 06 2017 07:56:00 GMT+0800 (SGT),15.626,3.477,-9.1995,2.77,,,57.365,-47.9105,25,0
Mon Nov 06 2017 07:57:00 GMT+0800 (SGT),15.406,6.973,,2.759,,,57.38,-45.786,,0
Mon Nov 06 2017 07:58:00 GMT+0800 (SGT),15.833,,-10.602,1.697,,,57.31,-19.367,25,0
Mon Nov 06 2017 07:59:00 GMT+0800 (SGT),15.211,3.224,-7.621,1.991,,,57.33,-34.6225,25,0
Mon Nov 06 2017 08:00:00 GMT+0800 (SGT),16.1095,5.4755,-10.687,1.931,,,57.36,-37.495,25,0
Mon Nov 06 2017 08:01:00 GMT+0800 (SGT),15.2,3.227,-9.3825,2.235,,,57.38,-35.725,,0
Mon Nov 06 2017 08:02:00 GMT+0800 (SGT),15.108,3.481,-9.693,,,,57.38,-33.247,25,0
Mon Nov 06 2017 08:03:00 GMT+0800 (SGT),14.932,3.613,-9.7375,,,,57.39,-30.5125,25,0
Mon Nov 06 2017 08:04:00 GMT+0800 (SGT),,3.362,-9.826,1.7445,,,57.39,-28.6505,25,0
Mon Nov 06 2017 08:05:00 GMT+0800 (SGT),15.079,3.9085,-9.636,1.539,,,57.39,-25.75,,0
Mon Nov 06 2017 08:06:00 GMT+0800 (SGT),,3.5195,-10.056,1.4705,,,57.395,-24.9725,25,0
Mon Nov 06 2017 08:07:00 GMT+0800 (SGT),14.983,3.525,-10.06,,,,57.39,-21.9855,25,0
Mon Nov 06 2017 08:08:00 GMT+0800 (SGT),14.964,3.6525,-9.829,1.3455,,,57.405,-23.0735,25,0
Mon Nov 06 2017 08:09:00 GMT+0800 (SGT),14.969,,-10.315,1.1625,,,57.4,-18.498,25,0
Mon Nov 06 2017 08:10:00 GMT+0800 (SGT),15.028,3.552,-10.382,1.014,,,57.395,,25,0
Mon Nov 06 2017 08:11:00 GMT+0800 (SGT),15.0565,3.593,-10.378,,,,57.405,-17.011,25,0
Mon Nov 06 2017 08:12:00 GMT+0800 (SGT),15.078,3.807,-10.495,0.9435,,,57.4,-16.805,25,0
Mon Nov 06 2017 08:13:00 GMT+0800 (SGT),15.2245,3.635,-10.737,0.963,,,57.41,,25,0
Mon Nov 06 2017 08:14:00 GMT+0800 (SGT),15.296,3.7935,-10.7015,0.8,,,,-12.678,25,0
Mon Nov 06 2017 08:15:00 GMT+0800 (SGT),15.293,,-10.85,0.781,,,,-12.247,25,0
Mon Nov 06 2017 08:16:00 GMT+0800 (SGT),,3.7675,,0.741,,,57.405,-11.524,25,0
Mon Nov 06 2017 08:17:00 GMT+0800 (SGT),15.386,3.691,-10.79,0.638,,,57.42,-11.8825,25,0
Mon Nov 06 2017 08:18:00 GMT+0800 (SGT),15.413,3.795,-10.916,,,,57.41,-10.3955,25,0
Mon Nov 06 2017 08:19:00 GMT+0800 (SGT),15.447,3.769,,,,,57.4,-9.945,,0
Mon Nov 06 2017 08:20:00 GMT+0800 (SGT),15.5085,,-11.158,0.61,,,57.4,-9.061,25,0
Mon Nov 06 2017 08:21:00 GMT+0800 (SGT),15.562,3.664,-11.315,0.5725,,,57.41,-9.478,,0
Mon Nov 06 2017 08:22:00 GMT+0800 (SGT),15.642,,-11.267,,,,57.41,,25,0
Mon Nov 06 2017 08:23:00 GMT+0800 (SGT),15.702,4.588,,0.5615,,,57.415,-8.7905,25,0
Mon Nov 06 2017 08:24:00 GMT+0800 (SGT),15.842,4.422,-10.8,0.5355,,,57.415,-8.3965,25,0
Mon Nov 06 2017 08:25:00 GMT+0800 (SGT),16.249,4.55,-11.274,,,,57.42,-7.638,25,0
Mon Nov 06 2017 08:26:00 GMT+0800 (SGT),16.794,4.559,-11.6925,0.4305,,,57.41,-6.979,25,0
Mon Nov 06 2017 08:27:00 GMT+0800 (SGT),17.486,4.271,-12.68,0.4215,,,57.415,-6.6375,25,0
Mon Nov 06 2017 08:28:00 GMT+0800 (SGT),17.417,3.799,-12.8535,0.427,,,57.42,-6.458,25,
Mon Nov 06 2017 08:29:00 GMT+0800 (SGT),14.891,4.0235,,0.367,,,57.42,-5.7,25,0
Mon Nov 06 2017 08:30:00 GMT+0800 (SGT),,3.931,-12.543,0.353,,,57.42,-5.703,25,0
Mon Nov 06 2017 08:31:00 GMT+0800 (SGT),14.378,3.142,-12.252,,,,57.42,-6.004,25,0
Mon Nov 06 2017 08:32:00 GMT+0800 (SGT),16.173,4.701,-12.251,0.439,,,,-5.385,25,0
Mon Nov 06 2017 08:33:00 GMT+0800 (SGT),14.416,3.083,-8.558,0.3705,,,57.42,-4.962,26,0
Mon Nov 06 2017 08:34:00 GMT+0800 (SGT),16.346,3.725,-12.256,0.364,,,57.42,-4.048,,0
Mon Nov 06 2017 08:35:00 GMT+0800 (SGT),16.677,3.6995,-12.765,0.245,,,57.41,-3.3885,26,0
Mon Nov 06 2017 08:36:00 GMT+0800 (SGT),,,-13.117,0.245,,,57.41,,26,
Mon Nov 06 2017 08:37:00 GMT+0800 (SGT),17.7065,,-13.955,0.262,,,57.41,,26,0
Mon Nov 06 2017 08:38:00 GMT+0800 (SGT),18.9055,3.416,-14.886,0.262,,,57.42,,,0
Mon Nov 06 2017 08:39:00 GMT+0800 (SGT),19.997,3.523,-16.177,0.2875,,,57.42,-3.913,26,0
Mon Nov 06 2017 08:40:00 GMT+0800 (SGT),17.0885,4.182,-16.134,0.276,,,57.415,-3.477,26,0
Mon Nov 06 2017 08:41:00 GMT+0800 (SGT),9.752,3.821,-5.3835,0.1765,,,57.41,-2.8055,26,0
Mon Nov 06 2017 08:42:00 GMT+0800 (SGT),8.753,3.877,-4.74,,,,57.41,-3.85,26,0
Mon Nov 06 2017 08:43:00 GMT+0800 (SGT),11.247,4.059,,0.199,,,57.42,-3.95,26,0
Mon Nov 06 2017 08:44:00 GMT+0800 (SGT),7.667,4.09,,,,,57.42,-2.729,26,
Mon Nov 06 2017 08:45:00 GMT+0800 (SGT),6.899,3.8905,-2.6915,0.33,,,57.43,-3.087,26,0
Mon Nov 06 2017 08:46:00 GMT+0800 (SGT),6.397,3.878,-1.925,0.279,,,57.43,-4.279,26,0
Mon Nov 06 2017 08:47:00 GMT+0800 (SGT),5.5085,3.919,-1.507,0.239,,,57.42,-3.998,27,0
Mon Nov 06 2017 08:48:00 GMT+0800 (SGT),4.9715,3.955,-0.639,0.239,,,,-4.209,27,0
Mon Nov 06 2017 08:49:00 GMT+0800 (SGT),4.515,3.8465,-0.374,0.296,,,57.42,-0.685,27,0
Mon Nov 06 2017 08:50:00 GMT+0800 (SGT),,4.142,-0.095,,,,57.42,-3.115,27,
Mon Nov 06 2017 08:51:00 GMT+0800 (SGT),4.25,3.8885,-0.209,0.119,,,57.41,0.521,27,0
Mon Nov 06 2017 08:52:00 GMT+0800 (SGT),4.538,,-0.5075,0.25,,,57.42,-2.339,27,0
Mon Nov 06 2017 08:53:00 GMT+0800 (SGT),4.838,3.947,-0.979,0.0455,,,,,27,
Mon Nov 06 2017 08:54:00 GMT+0800 (SGT),,3.753,-1.573,0.1995,,,57.41,-0.4825,27,0
Mon Nov 06 2017 08:55:00 GMT+0800 (SGT),,3.72,-2.1675,0.222,,,57.415,-2.1815,27,0
Mon Nov 06 2017 08:56:00 GMT+0800 (SGT),6.1755,3.7505,-2.162,0.273,,,57.415,-1.5325,27,0
Mon Nov 06 2017 08:57:00 GMT+0800 (SGT),5.99,3.807,-2.037,0.256,,,57.41,-0.3215,,0
Mon Nov 06 2017 08:58:00 GMT+0800 (SGT),6.26,3.948,-2.2035,0.017,,,57.41,-1.218,27,0
Mon Nov 06 2017 08:59:00 GMT+0800 (SGT),,4.635,-2.0185,0.1645,,,57.41,1.106,27,0
Mon Nov 06 2017 09:00:00 GMT+0800 (SGT),5.065,4.118,-0.7295,0.219,,,57.405,1.1155,27,0
Mon Nov 06 2017 09:01:00 GMT+0800 (SGT),12.3355,1.264,-10.127,0.222,,,57.42,-1.8505,,0
Mon Nov 06 2017 09:02:00 GMT+0800 (SGT),19.3845,3.78,-15.2555,0.202,,,57.42,-2.0305,27,0
Mon Nov 06 2017 09:03:00 GMT+0800 (SGT),18.8485,4.362,-14.431,0.253,,,57.405,2.104,27,0
Mon Nov 06 2017 09:04:00 GMT+0800 (SGT),18.3395,4.126,-14.199,0.0315,,,57.42,-2.804,27,0
Mon Nov 06 2017 09:05:00 GMT+0800 (SGT),17.9255,3.8405,-13.99,,,,57.415,-0.804,27,0
Mon Nov 06 2017 09:06:00 GMT+0800 (SGT),,3.7685,-13.6655,0.233,,,57.42,-2.789,27,0
Mon Nov 06 2017 09:07:00 GMT+0800 (SGT),17.5575,3.7465,-13.826,,,,57.41,-0.4,27,0
Mon Nov 06 2017 09:08:00 GMT+0800 (SGT),17.705,,-13.913,0.262,,,57.41,-0.9435,27,0
Mon Nov 06 2017 09:09:00 GMT+0800 (SGT),17.868,6.034,-14.08,0.1735,,,57.405,-1.284,27,0
Mon Nov 06 2017 09:10:00 GMT+0800 (SGT),8.321,,,0.1705,,,57.43,-4.578,27,0
Mon Nov 06 2017 09:11:00 GMT+0800 (SGT),16.712,2.79,-10.65,0.228,,,57.405,2.89,27,0
Mon Nov 06 2017 09:12:00 GMT+0800 (SGT),,3.372,,,,,,,,0
Mon Nov 06 2017 09:13:00 GMT+0800 (SGT),,3.758,,0.065,,,57.41,,,
Mon Nov 06 2017 09:14:00 GMT+0800 (SGT),16.792,,,,,,57.41,-1.292,,
Mon Nov 06 2017 09:15:00 GMT+0800 (SGT),16.618,3.686,-12.687,,,,,2.749,,0
Mon Nov 06 2017 09:16:00 GMT+0800 (SGT),16.537,,-12.9515,0.068,,,57.41,-2.465,,
Mon Nov 06 2017 09:17:00 GMT+0800 (SGT),,,,,,,,-2.584,28,0
Mon Nov 06 2017 09:18:00 GMT+0800 (SGT),,,,,,,57.4,-3.525,28,0
Mon Nov 06 2017 09:19:00 GMT+0800 (SGT),,3.413,,0.108,,,,1.561,,0
Mon Nov 06 2017 09:20:00 GMT+0800 (SGT),,,,0.296,,,57.415,,28,
Mon Nov 06 2017 09:21:00 GMT+0800 (SGT),16.352,,,,,,57.42,,28,
Mon Nov 06 2017 09:22:00 GMT+0800 (SGT),16.347,3.562,,,,,57.42,-2.818,28,
Mon Nov 06 2017 09:23:00 GMT+0800 (SGT),,3.494,-12.673,,,,,,28,
Mon Nov 06 2017 09:24:00 GMT+0800 (SGT),16.235,3.294,-13.175,0.21,,,,-1.653,,
Mon Nov 06 2017 09:25:00 GMT+0800 (SGT),16.437,,,0.342,,,57.4,1.098,28,
Mon Nov 06 2017 09:26:00 GMT+0800 (SGT),16.507,,,0.302,,,,-2.924,,
Mon Nov 06 2017 09:27:00 GMT+0800 (SGT),16.466,,,0.205,,,57.42,-3.382,28,
Mon Nov 06 2017 09:28:00 GMT+0800 (SGT),16.55,3.192,,,,,,-2.156,,0
Mon Nov 06 2017 09:29:00 GMT+0800 (SGT),16.529,3.062,,0.2615,,,,1.45,28,
Mon Nov 06 2017 09:30:00 GMT+0800 (SGT),,3.461,-13.126,,,,57.42,-2.585,28,
Mon Nov 06 2017 09:31:00 GMT+0800 (SGT),,3.1765,-12.96,,,,57.42,,,
Mon Nov 06 2017 09:32:00 GMT+0800 (SGT),,3.313,,0.296,,,57.41,,28,
Mon Nov 06 2017 09:33:00 GMT+0800 (SGT),,,-12.909,0.074,,,,-2.325,28,0
Mon Nov 06 2017 09:34:00 GMT+0800 (SGT),16.319,,,0.2135,,,,,,0
Mon Nov 06 2017 09:35:00 GMT+0800 (SGT),,,,,,,,-1.13,28,
Mon Nov 06 2017 09:36:00 GMT+0800 (SGT),16.464,,-13.04,,,,,-2.371,28,
Mon Nov 06 2017 09:37:00 GMT+0800 (SGT),,,-12.982,,,,,-2.331,28,0
Mon Nov 06 2017 09:38:00 GMT+0800 (SGT),16.564,,,,,,,-3.007,,
Mon Nov 06 2017 09:39:00 GMT+0800 (SGT),,,-13.01,,,,57.42,-3.792,,
Mon Nov 06 2017 09:40:00 GMT+0800 (SGT),16.476,3.325,-12.8905,,,,57.42,-2.844,,
Mon Nov 06 2017 09:41:00 GMT+0800 (SGT),,3.4485,-12.786,0.199,,,,-3.727,28,
Mon Nov 06 2017 09:42:00 GMT+0800 (SGT),16.357,3.045,-12.713,,,,,,,0
Mon Nov 06 2017 09:43:00 GMT+0800 (SGT),16.48,3.05,-13.128,0.188,,,,-0.998,29,
Mon Nov 06 2017 09:44:00 GMT+0800 (SGT),,3.567,-11.517,,,,,-4.05,,
Mon Nov 06 2017 09:45:00 GMT+0800 (SGT),,3.104,,0.079,,,,-1.3935,29,
Mon Nov 06 2017 09:46:00 GMT+0800 (SGT),,,-12.823,,,,,-2.97,,
Mon Nov 06 2017 09:47:00 GMT+0800 (SGT),,,-12.741,,,,,-1.025,,
Mon Nov 06 2017 09:48:00 GMT+0800 (SGT),,3.606,,,,,,,,0
Mon Nov 06 2017 09:49:00 GMT+0800 (SGT),,,,0.199,,,57.42,-3.496,,0
Mon Nov 06 2017 09:50:00 GMT+0800 (SGT),16.479,3.478,,,,,,,,
Mon Nov 06 2017 09:51:00 GMT+0800 (SGT),,4.012,,0.1135,,,,,,
Mon Nov 06 2017 09:52:00 GMT+0800 (SGT),16.436,,,,,,,,29,
Mon Nov 06 2017 09:53:00 GMT+0800 (SGT),16.417,4.003,,0.125,,,57.41,-3.139,29,
Mon Nov 06 2017 09:54:00 GMT+0800 (SGT),,,,0.136,,,,,29,
Mon Nov 06 2017 09:55:00 GMT+0800 (SGT),,3.838,,,,,57.41,-1.801,29,
Mon Nov 06 2017 09:56:00 GMT+0800 (SGT),16.563,3.7945,,0.2475,,,57.43,-0.886,,0
Mon Nov 06 2017 09:57:00 GMT+0800 (SGT),,3.7895,,,,,,-2.589,,0
Mon Nov 06 2017 09:58:00 GMT+0800 (SGT),,,,0.319,,,57.42,,29,0
Mon Nov 06 2017 09:59:00 GMT+0800 (SGT),16.584,3.746,,0.285,,,57.42,,,
Mon Nov 06 2017 10:00:00 GMT+0800 (SGT),16.4995,,-12.5405,,,,,,,0
Mon Nov 06 2017 10:01:00 GMT+0800 (SGT),16.535,3.971,,0.039,,,,,29,
Mon Nov 06 2017 10:02:00 GMT+0800 (SGT),16.565,3.427,,,,,,-5.029,29,
Mon Nov 06 2017 10:03:00 GMT+0800 (SGT),,,,0.216,,,,,29,
Mon Nov 06 2017 10:04:00 GMT+0800 (SGT),,3.8745,-12.567,,,,57.42,2.477,29,
Mon Nov 06 2017 10:05:00 GMT+0800 (SGT),,,-12.657,0.228,,,,-0.261,29,0
Mon Nov 06 2017 10:06:00 GMT+0800 (SGT),,,-12.835,,,,,-4.886,,0
Mon Nov 06 2017 10:07:00 GMT+0800 (SGT),16.644,3.399,,0.205,,,57.43,,,
Mon Nov 06 2017 10:08:00 GMT+0800 (SGT),16.668,,-12.893,,,,,,29,0
Mon Nov 06 2017 10:09:00 GMT+0800 (SGT),16.804,3.356,,0.33,,,,-5.16,,
Mon Nov 06 2017 10:10:00 GMT+0800 (SGT),,3.698,,0.074,,,,-2.424,30,0
Mon Nov 06 2017 10:11:00 GMT+0800 (SGT),16.917,,-13.076,0.153,,,57.42,,,0
Mon Nov 06 2017 10:12:00 GMT+0800 (SGT),,,,0.119,,,57.42,-1.9635,,0
Mon Nov 06 2017 10:13:00 GMT+0800 (SGT),,,,,,,57.43,-3.451,,
Mon Nov 06 2017 10:14:00 GMT+0800 (SGT),,3.191,-14.334,0.285,,,57.42,-1.126,,
Mon Nov 06 2017 10:15:00 GMT+0800 (SGT),12.1,,,,,,,-0.494,30,
Mon Nov 06 2017 10:16:00 GMT+0800 (SGT),15.442,-0.437,-15.469,0.41,,,57.43,,30,
Mon Nov 06 2017 10:17:00 GMT+0800 (SGT),7.119,-6.284,,,,,,,30,
Mon Nov 06 2017 10:18:00 GMT+0800 (SGT),5.625,2.966,-2.522,0.068,,,,-1.413,,
Mon Nov 06 2017 10:19:00 GMT+0800 (SGT),,3.7065,-15.386,,,,57.42,,30,
Mon Nov 06 2017 10:20:00 GMT+0800 (SGT),,,,0.216,,,57.42,,,
Mon Nov 06 2017 10:21:00 GMT+0800 (SGT),,,-4.141,,,,,,30,
Mon Nov 06 2017 10:22:00 GMT+0800 (SGT),6.587,-8.35,-15,0.37,,,57.43,-4.1,,
Mon Nov 06 2017 10:23:00 GMT+0800 (SGT),7.3,,,0.199,,,,,,
Mon Nov 06 2017 10:24:00 GMT+0800 (SGT),,,-2.307,0.336,,,,,30,
Mon Nov 06 2017 10:25:00 GMT+0800 (SGT),4.73,,-0.435,0.017,,,,,30,
Mon Nov 06 2017 10:26:00 GMT+0800 (SGT),,,,0.159,,,,-3.423,,0
Mon Nov 06 2017 10:27:00 GMT+0800 (SGT),4.607,3.992,-0.296,-0.074,,,,0.255,,0
Mon Nov 06 2017 10:28:00 GMT+0800 (SGT),,,,0.307,,,,,,
Mon Nov 06 2017 10:29:00 GMT+0800 (SGT),4.479,,-0.499,0.199,,,57.43,-2.753,,
Mon Nov 06 2017 10:30:00 GMT+0800 (SGT),5.029,3.747,,0.313,,,57.41,-1.037,30,0
Mon Nov 06 2017 10:31:00 GMT+0800 (SGT),,,-1.673,,,,57.43,,30,0
Mon Nov 06 2017 10:32:00 GMT+0800 (SGT),5.297,,-0.767,,,,,,,0
Mon Nov 06 2017 10:33:00 GMT+0800 (SGT),4.2,3.76,-0.241,,,,,-0.865,30,
Mon Nov 06 2017 10:34:00 GMT+0800 (SGT),,,,-0.296,,,57.38,,30,
Mon Nov 06 2017 10:35:00 GMT+0800 (SGT),2.9,,,-0.5,,,57.33,15.9125,,
Mon Nov 06 2017 10:36:00 GMT+0800 (SGT),2.366,,,,,,57.27,,29,
Mon Nov 06 2017 10:37:00 GMT+0800 (SGT),,,-0.154,-1.894,,,57.18,,27,0.195
Mon Nov 06 2017 10:38:00 GMT+0800 (SGT),2.24,,,,,,,,27,
Mon Nov 06 2017 10:39:00 GMT+0800 (SGT),3.0835,3.506,-0.15,-0.749,,,57.31,,,0.265
Mon Nov 06 2017 10:40:00 GMT+0800 (SGT),,,-3.292,0.216,,,,,27,
Mon Nov 06 2017 10:41:00 GMT+0800 (SGT),,,,,,,57.34,,,0.172
Mon Nov 06 2017 10:42:00 GMT+0800 (SGT),,,,0.29,,,,-1.144,27,0.172
Mon Nov 06 2017 10:43:00 GMT+0800 (SGT),,3.931,,0.29,,,,-1.06,,
Mon Nov 06 2017 10:44:00 GMT+0800 (SGT),3.732,3.868,-0.1365,,,,57.34,0.5635,,0.11
Mon Nov 06 2017 10:45:00 GMT+0800 (SGT),3.362,3.767,,,,,57.28,,,0.085
Mon Nov 06 2017 10:46:00 GMT+0800 (SGT),,,,,,,,9.191,,
Mon Nov 06 2017 10:47:00 GMT+0800 (SGT),,3.686,-0.0225,-0.386,,,,8.521,,
Mon Nov 06 2017 10:48:00 GMT+0800 (SGT),,,,0.182,,,,-1.255,,
Mon Nov 06 2017 10:49:00 GMT+0800 (SGT),4.065,,,,,,,,,
Mon Nov 06 2017 10:50:00 GMT+0800 (SGT),,3.981,-0.003,-0.164,,,57.32,-0.777,,0.083
Mon Nov 06 2017 10:51:00 GMT+0800 (SGT),,4.325,,,,,,,26,0.074
Mon Nov 06 2017 10:52:00 GMT+0800 (SGT),2.638,4.155,-0.089,-1.423,,,,,,
Mon Nov 06 2017 10:53:00 GMT+0800 (SGT),,4.198,,,,,57.03,,,
Mon Nov 06 2017 10:54:00 GMT+0800 (SGT),,4.367,,-3.128,,,,,,0.268
Mon Nov 06 2017 10:55:00 GMT+0800 (SGT),1.1275,,0.362,,,,56.92,46.414,,
Mon Nov 06 2017 10:56:00 GMT+0800 (SGT),0.912,,,,,,56.85,,26,
Mon Nov 06 2017 10:57:00 GMT+0800 (SGT),0.744,4.365,,,,,56.77,,,
Mon Nov 06 2017 10:58:00 GMT+0800 (SGT),0.716,,,,,,56.68,70.5205,26,0.697
Mon Nov 06 2017 10:59:00 GMT+0800 (SGT),,4.189,,,,,,,,
Mon Nov 06 2017 11:00:00 GMT+0800 (SGT),0.351,,,,,,,73.727,26,0.842
Mon Nov 06 2017 11:01:00 GMT+0800 (SGT),0.258,,0.097,-3.592,,,,,26,0.962
Mon Nov 06 2017 11:02:00 GMT+0800 (SGT),0.226,3.977,-0.139,-4.026,,,56.47,65.479,26,1.003
Mon Nov 06 2017 11:03:00 GMT+0800 (SGT),0.195,4.146,0.104,,,,56.42,,26,1.003
Mon Nov 06 2017 11:04:00 GMT+0800 (SGT),0.135,4.619,0.262,-5.905,,,56.37,73.488,26,1.038
Mon Nov 06 2017 11:05:00 GMT+0800 (SGT),0.12,4.279,-0.335,-4.796,,,56.31,,26,1.072
Mon Nov 06 2017 11:06:00 GMT+0800 (SGT),0.1035,3.301,0.577,-2.617,,,,78.445,26,1.095
Mon Nov 06 2017 11:07:00 GMT+0800 (SGT),0.078,4.441,0.046,-3.931,,,56.225,74.656,26,1.121
Mon Nov 06 2017 11:08:00 GMT+0800 (SGT),,4.1315,0.033,-4.097,,,56.16,75.27,26,1.141
Mon Nov 06 2017 11:09:00 GMT+0800 (SGT),0.049,3.034,0.024,-3.447,,,56.13,75.801,26,1.171
Mon Nov 06 2017 11:10:00 GMT+0800 (SGT),,4.712,0.508,-2.838,,,56.075,74.78,26,1.188
Mon Nov 06 2017 11:11:00 GMT+0800 (SGT),0.069,3.954,-0.038,-3.931,,,56.015,74.806,26,1.193
Mon Nov 06 2017 11:12:00 GMT+0800 (SGT),0.0925,3.1935,-0.024,-3.1935,,,56.02,69.947,26,1.2045
Mon Nov 06 2017 11:13:00 GMT+0800 (SGT),0.115,3.166,0.126,-3.636,,,55.935,70.9405,26,1.2085
Mon Nov 06 2017 11:14:00 GMT+0800 (SGT),0.118,4.296,-0.088,-3.8425,,,55.91,66.2785,26,1.211
Mon Nov 06 2017 11:15:00 GMT+0800 (SGT),0.1395,4.013,-0.3345,-4.6455,,,55.78,84.3735,26,1.2265
Mon Nov 06 2017 11:16:00 GMT+0800 (SGT),0.165,2.746,-0.127,-3.5055,,,55.79,75.221,26,1.246
Mon Nov 06 2017 11:17:00 GMT+0800 (SGT),0.1905,2.617,-0.311,-4.354,,,55.745,72.526,26,
Mon Nov 06 2017 11:18:00 GMT+0800 (SGT),0.1965,4.1675,-0.087,-4.058,,,55.68,70.426,26,1.249
Mon Nov 06 2017 11:19:00 GMT+0800 (SGT),0.211,3.951,0.0665,-3.7425,,,55.66,69.169,26,1.245
Mon Nov 06 2017 11:20:00 GMT+0800 (SGT),,4.085,0.0255,-4.455,,,55.61,68.762,,1.222
Mon Nov 06 2017 11:21:00 GMT+0800 (SGT),0.226,3.55,-0.127,-3.456,,,55.57,64.481,26,1.212
Mon Nov 06 2017 11:22:00 GMT+0800 (SGT),0.215,3.688,-0.29,-4.097,,,55.56,61.94,26,1.195
Mon Nov 06 2017 11:23:00 GMT+0800 (SGT),0.216,3.356,-0.19,-3.525,,,55.52,66.958,26,1.175
Mon Nov 06 2017 11:24:00 GMT+0800 (SGT),0.257,3.6055,-0.089,-3.378,,,55.49,65.351,26,1.157
Mon Nov 06 2017 11:25:00 GMT+0800 (SGT),0.31,2.422,,-2.682,,,55.49,,26,1.157
Mon Nov 06 2017 11:26:00 GMT+0800 (SGT),0.383,3.5405,-0.0505,-3.208,,,55.46,62.17,26,1.133
Mon Nov 06 2017 11:27:00 GMT+0800 (SGT),0.5385,3.851,0.316,-2.996,,,55.435,58.6255,,1.1015
Mon Nov 06 2017 11:28:00 GMT+0800 (SGT),,3.015,-0.36,,,,55.42,,26,1.09
Mon Nov 06 2017 11:29:00 GMT+0800 (SGT),0.807,3.913,0.1205,-3.058,,,55.38,56.666,26,
